,record
4883,6907
4884,5589
4885,98
4886,3398
4887,9553
4888,9638
4889,2082
4890,11302
4891,6084
4892,344
4893,5571
4894,5676
4895,8831
4896,3830
4897,8017
4898,3338
4899,712
4900,11790
4901,1748
4902,2069
4903,13576
4904,7900
4905,11909
4906,160
4907,6589
4908,5271
4909,5262
4910,9245
4911,5213
4912,2657
4913,3384
4914,11891
4915,4515
4916,7609
4917,8085
4918,8599
4919,2986
4920,11756
4921,3511
4922,5638
4923,11415
4924,3385
4925,10186
4926,11162
4927,4661
4928,4080
4929,3927
4930,12650
4931,571
4932,8188
4933,284
4934,1274
4935,11538
4936,11825
4937,9650
4938,2149
4939,3331
4940,9474
4941,10533
4942,7758
4943,11131
4944,1276
4945,12261
4946,10516
4947,9897
4948,8845
4949,1501
4950,2840
4951,3191
4952,3734
4953,6576
4954,11785
4955,8503
4956,11535
4957,11698
4958,9455
4959,1415
4960,941
4961,13485
4962,4423
4963,227
4964,10972
4965,11279
4966,7169
4967,363
4968,1954
4969,10961
4970,7645
4971,3131
4972,172
4973,9519
4974,2326
4975,8649
4976,13456
4977,9353
4978,10120
4979,1022
4980,6981
4981,6260
4982,10521
4983,3693
4984,848
4985,5078
4986,13048
4987,6086
4988,4569
4989,12745
4990,9293
4991,9319
4992,8902
4993,8501
4994,3798
4995,9970
4996,7805
4997,7208
4998,7693
4999,36
5000,8532
5001,616
5002,12579
5003,7431
5004,8635
5005,6519
5006,10108
5007,3164
5008,3556
5009,9835
5010,5391
5011,9568
5012,7354
5013,1551
5014,12790
5015,2652
5016,8576
5017,13061
5018,3736
5019,5735
5020,975
5021,9490
5022,13093
5023,2049
5024,11577
5025,6897
5026,8584
5027,643
5028,12312
5029,4999
5030,9654
5031,4800
5032,3376
5033,1390
5034,4643
5035,5826
5036,13125
5037,2675
5038,13092
5039,11601
5040,7868
5041,11658
5042,5504
5043,7754
5044,13077
5045,7396
5046,10115
5047,13396
5048,4197
5049,7491
5050,8474
5051,3298
5052,7205
5053,4818
5054,1494
5055,3544
5056,9857
5057,12531
5058,8457
5059,2179
5060,8059
5061,13008
5062,6668
5063,6112
5064,10698
5065,7123
5066,1884
5067,10331
5068,5683
5069,3636
5070,3589
5071,10447
5072,4694
5073,10457
5074,11398
5075,4553
5076,7216
5077,7371
5078,7021
5079,7398
5080,7892
5081,9139
5082,5349
5083,6757
5084,8344
5085,6628
5086,1667
5087,1341
5088,2647
5089,221
5090,12079
5091,12687
5092,10272
5093,13055
5094,11023
5095,3893
5096,10079
5097,11326
5098,239
5099,6619
5100,12344
5101,1505
5102,4676
5103,7304
5104,3975
5105,3235
5106,13292
5107,1112
5108,6518
5109,8552
5110,12968
5111,1642
5112,4413
5113,11716
5114,1199
5115,2505
5116,12998
5117,13191
5118,10092
5119,1866
5120,10913
5121,7222
5122,434
5123,8405
5124,6745
5125,1197
5126,3925
5127,2142
5128,2215
5129,9342
5130,8038
5131,2822
5132,10425
5133,6963
5134,10236
5135,3839
5136,4105
5137,2689
5138,10783
5139,13302
5140,5175
5141,2316
5142,4349
5143,3877
5144,397
5145,11510
5146,602
5147,2024
5148,9038
5149,4194
5150,10489
5151,692
5152,7604
5153,4808
5154,6920
5155,3652
5156,11894
5157,6652
5158,5310
5159,4337
5160,12896
5161,10614
5162,761
5163,9382
5164,13005
5165,4961
5166,594
5167,7934
5168,5702
5169,6549
5170,2070
5171,13258
5172,2309
5173,7408
5174,9963
5175,10974
5176,6854
5177,7071
5178,307
5179,11410
5180,11324
5181,7939
5182,13452
5183,6997
5184,13548
5185,3229
5186,13279
5187,4058
5188,3045
5189,4922
5190,7795
5191,10075
5192,916
5193,1893
5194,8822
5195,3061
5196,4084
5197,10813
5198,3751
5199,7631
5200,12323
5201,5486
5202,8693
5203,2282
5204,1369
5205,1677
5206,9912
5207,12994
5208,4601
5209,6794
5210,8408
5211,5051
5212,516
5213,297
5214,6093
5215,12165
5216,10779
5217,2716
5218,7161
5219,7565
5220,8245
5221,4483
5222,2552
5223,4630
5224,3649
5225,3957
5226,8527
5227,12705
5228,1611
5229,4074
5230,6560
5231,7894
5232,12259
5233,5871
5234,10993
5235,706
5236,4209
5237,7158
5238,5927
5239,12718
5240,11852
5241,2692
5242,13066
5243,5970
5244,528
5245,10221
5246,2826
5247,7546
5248,7692
5249,12800
5250,3066
5251,4838
5252,4708
5253,8667
5254,8604
5255,8864
5256,565
5257,10428
5258,13539
5259,8238
5260,6895
5261,6048
5262,11286
5263,12384
5264,2055
5265,7353
5266,5021
5267,13231
5268,7400
5269,2702
5270,12848
5271,6314
5272,3205
5273,6458
5274,7654
5275,10746
5276,5120
5277,12001
5278,1403
5279,4250
5280,11939
5281,1573
5282,4293
5283,6685
5284,1193
5285,8616
5286,2286
5287,364
5288,3052
5289,9031
5290,8314
5291,7866
5292,6203
5293,8560
5294,10435
5295,12677
5296,5071
5297,11409
5298,978
5299,12547
5300,11989
5301,9639
5302,5324
5303,173
5304,12786
5305,13233
5306,7584
5307,2635
5308,2252
5309,11678
5310,2428
5311,9226
5312,12667
5313,10570
5314,5037
5315,8671
5316,4732
5317,3178
5318,9206
5319,3705
5320,9352
5321,9806
5322,7660
5323,6016
5324,821
5325,10369
5326,9402
5327,13209
5328,6656
5329,7447
5330,1867
5331,4111
5332,2794
5333,8107
5334,10194
5335,9718
5336,12876
5337,5687
5338,4255
5339,1335
5340,1948
5341,2197
5342,13462
5343,9955
5344,13625
5345,2823
5346,5867
5347,4430
5348,7133
5349,10481
5350,6468
5351,6200
5352,10314
5353,5823
5354,9130
5355,6224
5356,10252
5357,10578
5358,8458
5359,4762
5360,12211
5361,4450
5362,5625
5363,1300
5364,9268
5365,13537
5366,9850
5367,9255
5368,11371
5369,8757
5370,1328
5371,1761
5372,2420
5373,13528
5374,11471
5375,2075
5376,5399
5377,10797
5378,8555
5379,12392
5380,824
5381,15
5382,6215
5383,2086
5384,5054
5385,2315
5386,3963
5387,6072
5388,4213
5389,5901
5390,639
5391,5865
5392,2193
5393,12597
5394,2407
5395,10658
5396,3708
5397,10914
5398,3334
5399,1318
5400,8767
5401,8741
5402,9492
5403,3444
5404,3703
5405,10022
5406,983
5407,9185
5408,3036
5409,10284
5410,4918
5411,8817
5412,10667
5413,3170
5414,7525
5415,6083
5416,9913
5417,2445
5418,455
5419,6376
5420,12372
5421,6299
5422,1986
5423,9424
5424,9137
5425,6309
5426,493
5427,1803
5428,12915
5429,7393
5430,11466
5431,10887
5432,7085
5433,3293
5434,13531
5435,9644
5436,8068
5437,4455
5438,3173
5439,4289
5440,269
5441,6125
5442,6006
5443,2037
5444,11665
5445,150
5446,8990
5447,3460
5448,803
5449,7874
5450,5432
5451,9256
5452,5524
5453,7997
5454,12301
5455,5552
5456,7224
5457,1004
5458,9326
5459,9032
5460,13482
5461,6826
5462,665
5463,4132
5464,7592
5465,13421
5466,10728
5467,13276
5468,5829
5469,2473
5470,5834
5471,10772
5472,5327
5473,6062
5474,11114
5475,2167
5476,8938
5477,1217
5478,9881
5479,13215
5480,3365
5481,2031
5482,12730
5483,12325
5484,12760
5485,10070
5486,3576
5487,9651
5488,10946
5489,6913
5490,957
5491,8982
5492,676
5493,12753
5494,2040
5495,7448
5496,12554
5497,3198
5498,12605
5499,10336
5500,8821
5501,1218
5502,13207
5503,6616
5504,46
5505,5441
5506,7823
5507,4736
5508,5434
5509,5567
5510,9513
5511,1581
5512,3797
5513,3081
5514,151
5515,8318
5516,7009
5517,11149
5518,5691
5519,4490
5520,3076
5521,8333
5522,7223
5523,489
5524,9980
5525,548
5526,1849
5527,11057
5528,8915
5529,12382
5530,31
5531,11285
5532,13509
5533,2318
5534,3948
5535,3046
5536,8190
5537,3197
5538,8320
5539,11608
5540,6851
5541,12365
5542,9956
5543,10454
5544,12847
5545,12484
5546,5285
5547,13613
5548,2769
5549,7611
5550,10112
5551,9678
5552,8846
5553,4426
5554,13504
5555,7137
5556,12989
5557,3752
5558,11083
5559,12916
5560,3792
5561,6369
5562,6503
5563,12922
5564,6239
5565,1033
5566,2337
5567,7861
5568,13372
5569,11940
5570,13547
5571,1364
5572,9987
5573,4792
5574,6331
5575,10209
5576,8351
5577,8183
5578,6259
5579,11084
5580,9181
5581,13434
5582,3004
5583,13496
5584,7910
5585,13490
5586,8337
5587,4268
5588,12283
5589,11807
5590,10784
5591,9421
5592,9566
5593,7254
5594,12306
5595,6233
5596,1636
5597,8105
5598,3868
5599,11166
5600,11085
5601,10735
5602,7659
5603,867
5604,10223
5605,7814
5606,6564
5607,13159
5608,2454
5609,10028
5610,12992
5611,4091
5612,3285
5613,9868
5614,4958
5615,1087
5616,9084
5617,1405
5618,2965
5619,1190
5620,4644
5621,6960
5622,12744
5623,1515
5624,12294
5625,7851
5626,1741
5627,4307
5628,2359
5629,7796
5630,7697
5631,11871
5632,10593
5633,4294
5634,3711
5635,2756
5636,9383
5637,7798
5638,8493
5639,5465
5640,8877
5641,13459
5642,4050
5643,1096
5644,4685
5645,2767
5646,8060
5647,1253
5648,11421
5649,1103
5650,8686
5651,833
5652,2051
5653,12297
5654,5573
5655,10687
5656,10358
5657,12654
5658,2431
5659,11536
5660,9220
5661,6673
5662,2071
5663,9452
5664,13064
5665,8642
5666,7327
5667,1037
5668,2931
5669,13484
5670,13527
5671,10180
5672,2745
5673,484
5674,12894
5675,5489
5676,12257
5677,1277
5678,10197
5679,10140
5680,1988
5681,11869
5682,11595
5683,3472
5684,10789
5685,7887
5686,6508
5687,12846
5688,8795
5689,5157
5690,9366
5691,1252
5692,3912
5693,3156
5694,671
5695,5106
5696,4133
5697,1200
5698,6832
5699,3125
5700,7477
5701,5745
5702,125
5703,13156
5704,170
5705,340
5706,6065
5707,1870
5708,12849
5709,2325
5710,5365
5711,3401
5712,4867
5713,2735
5714,11775
5715,8319
5716,4543
5717,9586
5718,607
5719,2896
5720,315
5721,12615
5722,6871
5723,9821
5724,3522
5725,658
5726,10542
5727,11618
5728,3075
5729,5737
5730,8138
5731,10124
5732,4114
5733,8073
5734,5010
5735,12159
5736,3895
5737,9188
5738,9449
5739,5097
5740,2541
5741,8768
5742,6491
5743,1433
5744,11573
5745,5941
5746,6726
5747,5130
5748,5898
5749,11806
5750,13014
5751,1032
5752,4493
5753,299
5754,2838
5755,6042
5756,7357
5757,4878
5758,8237
5759,12820
5760,6153
5761,12045
5762,2624
5763,5848
5764,5168
5765,5347
5766,5068
5767,8636
5768,6924
5769,4508
5770,3744
5771,2314
5772,5862
5773,3308
5774,2966
5775,12296
5776,12535
5777,5407
5778,5284
5779,6584
5780,885
5781,10104
5782,10099
5783,11479
5784,3748
5785,12238
5786,4378
5787,3663
5788,10504
5789,2605
5790,7293
5791,8526
5792,3001
5793,4100
5794,5424
5795,8804
5796,4899
5797,3192
5798,1795
5799,12098
5800,12734
5801,9532
5802,11212
5803,13057
5804,4487
5805,9576
5806,12773
5807,892
5808,83
5809,7963
5810,5072
5811,4301
5812,3464
5813,10781
5814,2109
5815,12012
5816,7657
5817,13272
5818,2499
5819,3056
5820,3507
5821,4230
5822,3593
5823,5185
5824,4812
5825,5053
5826,5700
5827,374
5828,7437
5829,4700
5830,2204
5831,13200
5832,4015
5833,3465
5834,8633
5835,4974
5836,86
5837,2722
5838,2895
5839,6024
5840,13152
5841,12940
5842,84
5843,5482
5844,3774
5845,11774
5846,144
5847,5387
5848,5171
5849,12562
5850,4247
5851,1141
5852,13047
5853,11955
5854,597
5855,4837
5856,1144
5857,12464
5858,6761
5859,9649
5860,9150
5861,3219
5862,8198
5863,6939
5864,4960
5865,12808
5866,5843
5867,4403
5868,2849
5869,3210
5870,6639
5871,5612
5872,11194
5873,9291
5874,5600
5875,587
5876,1801
5877,9627
5878,9942
5879,8246
5880,7351
5881,12132
5882,4582
5883,4333
5884,3237
5885,4485
5886,9632
5887,3411
5888,2922
5889,2150
5890,5058
5891,874
5892,11407
5893,3793
5894,8302
5895,7423
5896,6088
5897,3224
5898,1577
5899,8177
5900,1511
5901,10958
5902,10385
5903,11696
5904,6179
5905,3523
5906,2626
5907,12143
5908,5178
5909,601
5910,3940
5911,1816
5912,7786
5913,5947
5914,12023
5915,13124
5916,10638
5917,466
5918,5207
5919,13015
5920,9030
5921,2762
5922,4055
5923,4983
5924,12118
5925,3498
5926,11581
5927,7797
5928,4054
5929,13307
5930,1171
5931,12234
5932,4353
5933,2526
5934,10911
5935,45
5936,9886
5937,12723
5938,6130
5939,218
5940,3277
5941,5043
5942,13398
5943,2126
5944,10189
5945,2096
5946,1533
5947,3621
5948,2832
5949,6679
5950,10178
5951,10418
5952,6880
5953,10685
5954,10959
5955,11012
5956,13043
5957,2311
5958,10082
5959,4697
5960,3502
5961,13491
5962,13103
5963,9475
5964,4142
5965,8543
5966,10346
5967,1662
5968,11812
5969,10027
5970,342
5971,1424
5972,12318
5973,9014
5974,3240
5975,6636
5976,13427
5977,10545
5978,5509
5979,12752
5980,3167
5981,3080
5982,5392
5983,9442
5984,3257
5985,5602
5986,5554
5987,4283
5988,10832
5989,7843
5990,5242
5991,2312
5992,7982
5993,7906
5994,840
5995,10096
5996,3093
5997,6457
5998,5203
5999,12802
6000,11311
6001,3881
6002,1564
6003,1321
6004,3583
6005,13179
6006,2377
6007,6975
6008,4159
6009,7926
6010,10519
6011,7244
6012,6416
6013,1407
6014,3364
6015,4256
6016,2651
6017,8266
6018,9781
6019,7438
6020,4785
6021,9769
6022,2054
6023,1835
6024,13540
6025,3055
6026,11269
6027,10349
6028,13620
6029,2487
6030,2885
6031,7514
6032,8212
6033,1283
6034,9546
6035,5945
6036,4290
6037,11749
6038,7443
6039,12604
6040,13162
6041,13289
6042,9741
6043,2064
6044,7414
6045,977
6046,13559
6047,5718
6048,5159
6049,11668
6050,8118
6051,352
6052,12161
6053,5763
6054,8377
6055,398
6056,1811
6057,5496
6058,6052
6059,5817
6060,10069
6061,5394
6062,5116
6063,4391
6064,7139
6065,430
6066,10827
6067,3769
6068,6874
6069,2674
6070,3098
6071,8524
6072,9804
6073,7526
6074,10637
6075,5086
6076,5720
6077,4777
6078,1871
6079,5151
6080,211
6081,247
6082,4656
6083,6449
6084,3700
6085,4945
6086,12310
6087,133
6088,4453
6089,7616
6090,10928
6091,258
6092,11445
6093,10908
6094,13481
6095,1695
6096,8492
6097,9462
6098,5128
6099,5666
6100,8805
6101,7180
6102,8719
6103,1900
6104,9377
6105,10548
6106,10898
6107,1428
6108,4060
6109,961
6110,7315
6111,3618
6112,10212
6113,9446
6114,7442
6115,8019
6116,13107
6117,6412
6118,12904
6119,799
6120,4355
6121,13169
6122,7552
6123,13251
6124,2196
6125,10473
6126,4233
6127,13185
6128,3820
6129,1479
6130,3844
6131,5981
6132,13280
6133,4434
6134,10830
6135,209
6136,2759
6137,10334
6138,10986
6139,289
6140,12073
6141,9499
6142,7342
6143,357
6144,10175
6145,79
6146,6067
6147,7970
6148,6536
6149,11452
6150,11163
6151,2280
6152,9260
6153,8653
6154,13522
6155,6782
6156,3220
6157,10778
6158,13489
6159,4525
6160,6002
6161,10912
6162,9218
6163,12146
6164,11464
6165,12456
6166,3818
6167,8897
6168,1143
6169,4830
6170,3578
6171,10456
6172,11985
6173,4735
6174,3096
6175,578
6176,5894
6177,5179
6178,8135
6179,11281
6180,11587
6181,4911
6182,5438
6183,13627
6184,1785
6185,2237
6186,2124
6187,8894
6188,8239
6189,7865
6190,2270
6191,10605
6192,4272
6193,8534
6194,3025
6195,11370
6196,13334
6197,7483
6198,4914
6199,8593
6200,8950
6201,1661
6202,2511
6203,10649
6204,6664
6205,9388
6206,3805
6207,6122
6208,10807
6209,7513
6210,7319
6211,451
6212,1764
6213,10340
6214,3619
6215,11142
6216,6498
6217,788
6218,11356
6219,5931
6220,12404
6221,3758
6222,13440
6223,115
6224,9217
6225,10215
6226,1775
6227,10849
6228,10139
6229,1196
6230,1345
6231,10397
6232,7458
6233,9016
6234,11204
6235,1833
6236,2579
6237,11213
6238,8918
6239,4018
6240,12943
6241,6914
6242,4789
6243,9663
6244,2414
6245,3784
6246,11295
6247,3169
6248,5991
6249,13088
6250,5135
6251,408
6252,11914
6253,5279
6254,2110
6255,3030
6256,13389
6257,3154
6258,6004
6259,8378
6260,4285
6261,6230
6262,2584
6263,422
6264,4352
6265,2948
6266,1014
6267,12887
6268,1509
6269,3567
6270,3765
6271,1245
6272,5890
6273,8410
6274,1760
6275,2736
6276,765
6277,5836
6278,3936
6279,2027
6280,8070
6281,9865
6282,10260
6283,1241
6284,6142
6285,7135
6286,333
6287,5512
6288,5740
6289,1850
6290,13499
6291,3347
6292,5456
6293,9785
6294,6736
6295,10808
6296,6662
6297,4635
6298,10765
6299,7721
6300,2964
6301,5729
6302,6009
6303,6771
6304,5514
6305,11589
6306,3313
6307,7219
6308,6000
6309,1561
6310,8063
6311,10225
6312,9267
6313,8094
6314,5940
6315,6081
6316,5588
6317,7176
6318,12349
6319,4653
6320,12217
6321,10851
6322,11677
6323,3580
6324,9621
6325,13383
6326,2446
6327,10897
6328,361
6329,10568
6330,1929
6331,3135
6332,5811
6333,3962
6334,4389
6335,4864
6336,3470
6337,11900
6338,10939
6339,8862
6340,1140
6341,9075
6342,690
6343,10304
6344,5513
6345,4481
6346,7606
6347,6186
6348,13172
6349,11685
6350,12891
6351,10999
6352,5641
6353,5092
6354,3072
6355,8371
6356,10001
6357,6643
6358,9198
6359,976
6360,8776
6361,9619
6362,501
6363,1887
6364,10063
6365,8836
6366,3485
6367,11222
6368,5393
6369,7677
6370,12068
6371,5367
6372,12086
6373,3998
6374,3565
6375,9777
6376,10058
6377,3215
6378,6488
6379,1568
6380,7003
6381,1154
6382,9354
6383,3698
6384,513
6385,11541
6386,7494
6387,7486
6388,8900
6389,13446
6390,9836
6391,4229
6392,11077
6393,11723
6394,11583
6395,1466
6396,7120
6397,5202
6398,9575
6399,13570
6400,3316
6401,232
6402,903
6403,10507
6404,2034
6405,5259
6406,13025
6407,4302
6408,1693
6409,9765
6410,2281
6411,1557
6412,717
6413,12622
6414,9310
6415,10149
6416,9308
6417,8289
6418,9195
6419,1232
6420,11849
6421,5507
6422,2178
6423,8296
6424,1111
6425,9974
6426,3581
6427,5553
6428,13101
6429,5917
6430,11537
6431,2734
6432,4743
6433,12394
6434,10389
6435,3012
6436,10936
6437,5061
6438,3803
6439,10035
6440,9780
6441,4901
6442,9213
6443,3295
6444,2144
6445,11890
6446,9516
6447,4989
6448,3896
6449,2073
6450,13477
6451,11352
6452,10386
6453,6445
6454,13059
6455,1365
6456,6413
6457,2536
6458,401
6459,3028
6460,7812
6461,7323
6462,8847
6463,6934
6464,8270
6465,9431
6466,2376
6467,8506
6468,7968
6469,3428
6470,9447
6471,8084
6472,2661
6473,2807
6474,12853
6475,7451
6476,10552
6477,3999
6478,2019
6479,2608
6480,828
6481,6905
6482,12190
6483,3627
6484,11719
6485,6329
6486,7502
6487,4976
6488,12347
6489,3126
6490,10718
6491,11604
6492,3934
6493,612
6494,2629
6495,2036
6496,12130
6497,5639
6498,13004
6499,8418
6500,10921
6501,5622
6502,10924
6503,7159
6504,2663
6505,7227
6506,3885
6507,7206
6508,3782
6509,12337
6510,10355
6511,9113
6512,9214
6513,5206
6514,10285
6515,1124
6516,12757
6517,12530
6518,11004
6519,1056
6520,11048
6521,1493
6522,4324
6523,7337
6524,349
6525,5777
6526,2764
6527,11758
6528,6255
6529,3171
6530,1639
6531,8208
6532,7272
6533,4300
6534,7599
6535,6550
6536,6917
6537,216
6538,3817
6539,10469
6540,9247
6541,7173
6542,6206
6543,10903
6544,4295
6545,715
6546,1139
6547,7127
6548,3014
6549,3431
6550,7057
6551,11342
6552,2711
6553,10988
6554,2166
6555,10147
6556,5538
6557,7006
6558,10529
6559,92
6560,9069
6561,12982
6562,9636
6563,2980
6564,3520
6565,2175
6566,10804
6567,1549
6568,9292
6569,4583
6570,11870
6571,1432
6572,3660
6573,4005
6574,5036
6575,2108
6576,9874
6577,1073
6578,3929
6579,3954
6580,1063
6581,11009
6582,12754
6583,11813
6584,1471
6585,80
6586,4881
6587,4572
6588,11010
6589,2589
6590,5045
6591,8170
6592,11995
6593,5111
6594,2586
6595,3538
6596,1537
6597,1450
6598,9485
6599,11981
6600,3006
6601,12184
6602,3083
6603,6041
6604,12182
6605,10421
6606,3493
6607,2161
6608,11335
6609,2429
6610,5789
6611,992
6612,8196
6613,10661
6614,494
6615,9749
6616,5189
6617,1434
6618,7530
6619,1757
6620,9184
6621,1101
6622,3458
6623,4750
6624,1512
6625,4298
6626,11841
6627,8778
6628,9525
6629,1322
6630,1889
6631,1301
6632,7885
6633,3714
6634,6420
6635,1802
6636,11897
6637,421
6638,9683
6639,2998
6640,12864
6641,9986
6642,6212
6643,11856
6644,13328
6645,5193
6646,12975
6647,3783
6648,1296
6649,10692
6650,11058
6651,10709
6652,8949
6653,13065
6654,6349
6655,10361
6656,7190
6657,9035
6658,7522
6659,10352
6660,2921
6661,11575
6662,10505
6663,1257
6664,9325
6665,9281
6666,10113
6667,1787
6668,3320
6669,12653
6670,6483
6671,4568
6672,4927
6673,8801
6674,13010
6675,10539
6676,9687
6677,270
6678,2432
6679,2116
6680,10
6681,3811
6682,9572
6683,9508
6684,8969
6685,346
6686,7002
6687,7678
6688,10653
6689,8760
6690,1746
6691,11717
6692,5739
6693,4405
6694,13121
6695,12450
6696,10981
6697,5627
6698,9518
6699,7403
6700,11505
6701,989
6702,3360
6703,5753
6704,807
6705,7459
6706,7312
6707,871
6708,8335
6709,13451
6710,9487
6711,5198
6712,13291
6713,11965
6714,642
6715,10870
6716,3574
6717,4104
6718,4465
6719,3106
6720,1146
6721,4848
6722,12655
6723,1516
6724,12350
6725,8453
6726,2804
6727,8441
6728,6347
6729,4810
6730,12470
6731,11949
6732,8357
6733,6028
6734,959
6735,463
6736,7993
6737,168
6738,1854
6739,1250
6740,3526
6741,10012
6742,1786
6743,9905
6744,8985
6745,9894
6746,1878
6747,3009
6748,6043
6749,13342
6750,20
6751,9771
6752,6282
6753,586
6754,1848
6755,12357
6756,1192
6757,410
6758,9628
6759,2092
6760,5304
6761,6301
6762,3161
6763,6462
6764,10992
6765,7427
6766,2111
6767,987
6768,2774
6769,5956
6770,8153
6771,10436
6772,9641
6773,5102
6774,1541
6775,4521
6776,8307
6777,3607
6778,5216
6779,11797
6780,10077
6781,3898
6782,1102
6783,8029
6784,13589
6785,11292
6786,9752
6787,9608
6788,1532
6789,7077
6790,7130
6791,4988
6792,6407
6793,7425
6794,11340
6795,12115
6796,7966
6797,843
6798,4358
6799,9590
6800,4191
6801,10567
6802,7881
6803,8072
6804,7960
6805,7046
6806,3841
6807,6976
6808,5028
6809,13349
6810,13542
6811,11863
6812,9943
6813,5873
6814,1288
6815,78
6816,5475
6817,11565
6818,7376
6819,9146
6820,11540
6821,1448
6822,504
6823,8824
6824,2947
6825,11401
6826,7925
6827,958
6828,7712
6829,680
6830,7531
6831,1043
6832,13450
6833,1011
6834,7793
6835,2388
6836,7369
6837,13555
6838,6949
6839,988
6840,2958
6841,9620
6842,756
6843,11728
6844,8216
6845,3065
6846,10219
6847,8150
6848,9893
6849,4364
6850,8981
6851,10444
6852,4996
6853,10932
6854,10727
6855,2460
6856,549
6857,12814
6858,4606
6859,2451
6860,6968
6861,8858
6862,12521
6863,6638
6864,8731
6865,8618
6866,1262
6867,8514
6868,9286
6869,7747
6870,1357
6871,5902
6872,9222
6873,5416
6874,6459
6875,7082
6876,4797
6877,12795
6878,10410
6879,534
6880,12621
6881,2789
6882,3469
6883,10866
6884,12409
6885,6896
6886,3859
6887,3821
6888,3550
6889,3842
6890,51
6891,12412
6892,7642
6893,4782
6894,10906
6895,6807
6896,1946
6897,8031
6898,5748
6899,12181
6900,8963
6901,13469
6902,5802
6903,10166
6904,2203
6905,10220
6906,7178
6907,6814
6908,4915
6909,10050
6910,1666
6911,2654
6912,10427
6913,11975
6914,4628
6915,6672
6916,9581
6917,11341
6918,11771
6919,11983
6920,5088
6921,5018
6922,12643
6923,1560
6924,13360
6925,3656
6926,10432
6927,9523
6928,8789
6929,1162
6930,292
6931,3861
6932,7008
6933,13122
6934,13611
6935,3724
6936,2905
6937,2938
6938,9440
6939,10450
6940,5272
6941,4774
6942,5373
6943,9626
6944,11028
6945,8039
6946,9726
6947,12536
6948,3234
6949,9604
6950,8258
6951,6967
6952,3168
6953,2074
6954,11518
6955,9037
6956,10419
6957,3371
6958,7835
6959,9083
6960,6540
6961,3515
6962,6994
6963,13265
6964,5139
6965,11873
6966,6585
6967,9622
6968,9552
6969,257
6970,1658
6971,7863
6972,1223
6973,6032
6974,7412
6975,1559
6976,5808
6977,10216
6978,10596
6979,5788
6980,4390
6981,6846
6982,4513
6983,4395
6984,7837
6985,842
6986,11936
6987,11639
6988,9397
6989,12837
6990,10989
6991,12102
6992,9691
6993,6189
6994,5453
6995,10357
6996,2442
6997,2283
6998,11501
6999,10805
7000,11366
7001,4274
7002,9748
7003,7426
7004,13135
7005,2483
7006,462
7007,2421
7008,9126
7009,10623
7010,3213
7011,1936
7012,11349
7013,347
7014,3239
7015,2081
7016,4152
7017,1018
7018,8062
7019,13080
7020,3696
7021,4833
7022,10490
7023,12740
7024,11173
7025,12373
7026,13012
7027,7509
7028,1122
7029,8329
7030,13056
7031,4939
7032,5184
7033,486
7034,12966
7035,5949
7036,880
7037,13311
7038,10110
7039,6823
7040,12947
7041,4164
7042,1125
7043,1588
7044,12031
7045,2535
7046,5400
7047,8588
7048,7079
7049,1852
7050,13541
7051,4884
7052,1751
7053,3231
7054,6522
7055,8330
7056,10657
7057,12173
7058,714
7059,7307
7060,10608
7061,2954
7062,8449
7063,8282
7064,6197
7065,6916
7066,2520
7067,6779
7068,7341
7069,2664
7070,32
7071,6175
7072,2887
7073,5995
7074,7704
7075,4534
7076,8812
7077,3955
7078,418
7079,8662
7080,1207
7081,786
7082,1688
7083,7644
7084,4753
7085,4445
7086,4031
7087,7064
7088,1072
7089,6553
7090,3695
7091,8598
7092,6904
7093,6237
7094,4409
7095,9744
7096,12996
7097,8191
7098,8435
7099,1098
7100,3149
7101,2646
7102,1769
7103,10114
7104,6605
7105,1651
7106,629
7107,5251
7108,5757
7109,10231
7110,13120
7111,8293
7112,10600
7113,8820
7114,5471
7115,11024
7116,913
7117,11346
7118,4626
7119,5117
7120,11148
7121,1210
7122,10803
7123,11160
7124,12538
7125,3928
7126,9818
7127,442
7128,11226
7129,5562
7130,9540
7131,6582
7132,10535
7133,9419
7134,2220
7135,13144
7136,5314
7137,11450
7138,2453
7139,4845
7140,8226
7141,13228
7142,11211
7143,12907
7144,2820
7145,3262
7146,6201
7147,4345
7148,1664
7149,6151
7150,9414
7151,681
7152,341
7153,8903
7154,11692
7155,1862
7156,12532
7157,9484
7158,1621
7159,4555
7160,2802
7161,6825
7162,2614
7163,551
7164,6057
7165,536
7166,1417
7167,3613
7168,2153
7169,2852
7170,13140
7171,797
7172,11635
7173,12369
7174,8707
7175,7773
7176,11021
7177,1599
7178,9629
7179,2984
7180,12202
7181,4079
7182,9808
7183,8176
7184,5716
7185,10362
7186,9869
7187,7672
7188,2753
7189,9826
7190,12346
7191,11516
7192,8807
7193,6750
7194,3114
7195,699
7196,10152
7197,10132
7198,6064
7199,5688
7200,4017
7201,7593
7202,5241
7203,2649
7204,11867
7205,8772
7206,10750
7207,12468
7208,526
7209,8353
7210,7841
7211,5200
7212,382
7213,1083
7214,8386
7215,6775
7216,4419
7217,3847
7218,8965
7219,5780
7220,12704
7221,7267
7222,9509
7223,709
7224,7567
7225,7719
7226,4387
7227,3335
7228,11461
7229,6607
7230,1496
7231,8850
7232,8396
7233,1358
7234,8215
7235,11619
7236,11198
7237,8875
7238,7261
7239,6511
7240,8199
7241,12739
7242,6711
